Num,Image url,Name,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
303,https://img.pokemondb.net/sprites/sword-shield/icon/mawile.png,Mawile,Steel,Fairy,380,50,85,85,55,55,50
304,https://img.pokemondb.net/sprites/sword-shield/icon/aron.png,Aron,Steel,Rock,330,50,70,100,40,40,30
305,https://img.pokemondb.net/sprites/sword-shield/icon/lairon.png,Lairon,Steel,Rock,430,60,90,140,50,50,40
306,https://img.pokemondb.net/sprites/sword-shield/icon/aggron.png,Aggron,Steel,Rock,530,70,110,180,60,60,50
307,https://img.pokemondb.net/sprites/sword-shield/icon/meditite.png,Meditite,Fighting,Psychic,280,30,40,55,40,55,60
308,https://img.pokemondb.net/sprites/sword-shield/icon/medicham.png,Medicham,Fighting,Psychic,410,60,60,75,60,75,80
309,https://img.pokemondb.net/sprites/sword-shield/icon/electrike.png,Electrike,Electric,,295,40,45,40,65,40,65
310,https://img.pokemondb.net/sprites/sword-shield/icon/manectric.png,Manectric,Electric,,475,70,75,60,105,60,105
311,https://img.pokemondb.net/sprites/sword-shield/icon/plusle.png,Plusle,Electric,,405,60,50,40,85,75,95
312,https://img.pokemondb.net/sprites/sword-shield/icon/minun.png,Minun,Electric,,405,60,40,50,75,85,95
313,https://img.pokemondb.net/sprites/sword-shield/icon/volbeat.png,Volbeat,Bug,,430,65,73,75,47,85,85
314,https://img.pokemondb.net/sprites/sword-shield/icon/illumise.png,Illumise,Bug,,430,65,47,75,73,85,85
315,https://img.pokemondb.net/sprites/sword-shield/icon/roselia.png,Roselia,Grass,Poison,400,50,60,45,100,80,65
316,https://img.pokemondb.net/sprites/sword-shield/icon/gulpin.png,Gulpin,Poison,,302,70,43,53,43,53,40
317,https://img.pokemondb.net/sprites/sword-shield/icon/swalot.png,Swalot,Poison,,467,100,73,83,73,83,55
318,https://img.pokemondb.net/sprites/sword-shield/icon/carvanha.png,Carvanha,Water,Dark,305,45,90,20,65,20,65
319,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo.png,Sharpedo,Water,Dark,460,70,120,40,95,40,95
320,https://img.pokemondb.net/sprites/sword-shield/icon/wailmer.png,Wailmer,Water,,400,130,70,35,70,35,60
321,https://img.pokemondb.net/sprites/sword-shield/icon/wailord.png,Wailord,Water,,500,170,90,45,90,45,60
322,https://img.pokemondb.net/sprites/sword-shield/icon/numel.png,Numel,Fire,Ground,305,60,60,40,65,45,35
323,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt.png,Camerupt,Fire,Ground,460,70,100,70,105,75,40
324,https://img.pokemondb.net/sprites/sword-shield/icon/torkoal.png,Torkoal,Fire,,470,70,85,140,85,70,20
325,https://img.pokemondb.net/sprites/sword-shield/icon/spoink.png,Spoink,Psychic,,330,60,25,35,70,80,60
326,https://img.pokemondb.net/sprites/sword-shield/icon/grumpig.png,Grumpig,Psychic,,470,80,45,65,90,110,80
327,https://img.pokemondb.net/sprites/sword-shield/icon/spinda.png,Spinda,Normal,,360,60,60,60,60,60,60
328,https://img.pokemondb.net/sprites/sword-shield/icon/trapinch.png,Trapinch,Ground,,290,45,100,45,45,45,10
329,https://img.pokemondb.net/sprites/sword-shield/icon/vibrava.png,Vibrava,Ground,Dragon,340,50,70,50,50,50,70
330,https://img.pokemondb.net/sprites/sword-shield/icon/flygon.png,Flygon,Ground,Dragon,520,80,100,80,80,80,100
331,https://img.pokemondb.net/sprites/sword-shield/icon/cacnea.png,Cacnea,Grass,,335,50,85,40,85,40,35
332,https://img.pokemondb.net/sprites/sword-shield/icon/cacturne.png,Cacturne,Grass,Dark,475,70,115,60,115,60,55
333,https://img.pokemondb.net/sprites/sword-shield/icon/swablu.png,Swablu,Normal,Flying,310,45,40,60,40,75,50
334,https://img.pokemondb.net/sprites/sword-shield/icon/altaria.png,Altaria,Dragon,Flying,490,75,70,90,70,105,80
335,https://img.pokemondb.net/sprites/sword-shield/icon/zangoose.png,Zangoose,Normal,,458,73,115,60,60,60,90
336,https://img.pokemondb.net/sprites/sword-shield/icon/seviper.png,Seviper,Poison,,458,73,100,60,100,60,65
337,https://img.pokemondb.net/sprites/sword-shield/icon/lunatone.png,Lunatone,Rock,Psychic,460,90,55,65,95,85,70
338,https://img.pokemondb.net/sprites/sword-shield/icon/solrock.png,Solrock,Rock,Psychic,460,90,95,85,55,65,70
339,https://img.pokemondb.net/sprites/sword-shield/icon/barboach.png,Barboach,Water,Ground,288,50,48,43,46,41,60
340,https://img.pokemondb.net/sprites/sword-shield/icon/whiscash.png,Whiscash,Water,Ground,468,110,78,73,76,71,60
341,https://img.pokemondb.net/sprites/sword-shield/icon/corphish.png,Corphish,Water,,308,43,80,65,50,35,35
342,https://img.pokemondb.net/sprites/sword-shield/icon/crawdaunt.png,Crawdaunt,Water,Dark,468,63,120,85,90,55,55
343,https://img.pokemondb.net/sprites/sword-shield/icon/baltoy.png,Baltoy,Ground,Psychic,300,40,40,55,40,70,55
344,https://img.pokemondb.net/sprites/sword-shield/icon/claydol.png,Claydol,Ground,Psychic,500,60,70,105,70,120,75
345,https://img.pokemondb.net/sprites/sword-shield/icon/lileep.png,Lileep,Rock,Grass,355,66,41,77,61,87,23
346,https://img.pokemondb.net/sprites/sword-shield/icon/cradily.png,Cradily,Rock,Grass,495,86,81,97,81,107,43
347,https://img.pokemondb.net/sprites/sword-shield/icon/anorith.png,Anorith,Rock,Bug,355,45,95,50,40,50,75
348,https://img.pokemondb.net/sprites/sword-shield/icon/armaldo.png,Armaldo,Rock,Bug,495,75,125,100,70,80,45
349,https://img.pokemondb.net/sprites/sword-shield/icon/feebas.png,Feebas,Water,,200,20,15,20,10,55,80
350,https://img.pokemondb.net/sprites/sword-shield/icon/milotic.png,Milotic,Water,,540,95,60,79,100,125,81
351,https://img.pokemondb.net/sprites/sword-shield/icon/castform.png,Castform,Normal,,420,70,70,70,70,70,70
351,https://img.pokemondb.net/sprites/sword-shield/icon/castform-sunny.png,Castform,Fire,,420,70,70,70,70,70,70
351,https://img.pokemondb.net/sprites/sword-shield/icon/castform-rainy.png,Castform,Water,,420,70,70,70,70,70,70
351,https://img.pokemondb.net/sprites/sword-shield/icon/castform-snowy.png,Castform,Ice,,420,70,70,70,70,70,70
352,https://img.pokemondb.net/sprites/sword-shield/icon/kecleon.png,Kecleon,Normal,,440,60,90,70,60,120,40
353,https://img.pokemondb.net/sprites/sword-shield/icon/shuppet.png,Shuppet,Ghost,,295,44,75,35,63,33,45
354,https://img.pokemondb.net/sprites/sword-shield/icon/banette.png,Banette,Ghost,,455,64,115,65,83,63,65
355,https://img.pokemondb.net/sprites/sword-shield/icon/duskull.png,Duskull,Ghost,,295,20,40,90,30,90,25
356,https://img.pokemondb.net/sprites/sword-shield/icon/dusclops.png,Dusclops,Ghost,,455,40,70,130,60,130,25
357,https://img.pokemondb.net/sprites/sword-shield/icon/tropius.png,Tropius,Grass,Flying,460,99,68,83,72,87,51
358,https://img.pokemondb.net/sprites/sword-shield/icon/chimecho.png,Chimecho,Psychic,,455,75,50,80,95,90,65
359,https://img.pokemondb.net/sprites/sword-shield/icon/absol.png,Absol,Dark,,465,65,130,60,75,60,75
360,https://img.pokemondb.net/sprites/sword-shield/icon/wynaut.png,Wynaut,Psychic,,260,95,23,48,23,48,23
361,https://img.pokemondb.net/sprites/sword-shield/icon/snorunt.png,Snorunt,Ice,,300,50,50,50,50,50,50
362,https://img.pokemondb.net/sprites/sword-shield/icon/glalie.png,Glalie,Ice,,480,80,80,80,80,80,80
363,https://img.pokemondb.net/sprites/sword-shield/icon/spheal.png,Spheal,Ice,Water,290,70,40,50,55,50,25
364,https://img.pokemondb.net/sprites/sword-shield/icon/sealeo.png,Sealeo,Ice,Water,410,90,60,70,75,70,45
365,https://img.pokemondb.net/sprites/sword-shield/icon/walrein.png,Walrein,Ice,Water,530,110,80,90,95,90,65
366,https://img.pokemondb.net/sprites/sword-shield/icon/clamperl.png,Clamperl,Water,,345,35,64,85,74,55,32
367,https://img.pokemondb.net/sprites/sword-shield/icon/huntail.png,Huntail,Water,,485,55,104,105,94,75,52
368,https://img.pokemondb.net/sprites/sword-shield/icon/gorebyss.png,Gorebyss,Water,,485,55,84,105,114,75,52
369,https://img.pokemondb.net/sprites/sword-shield/icon/relicanth.png,Relicanth,Water,Rock,485,100,90,130,45,65,55
370,https://img.pokemondb.net/sprites/sword-shield/icon/luvdisc.png,Luvdisc,Water,,330,43,30,55,40,65,97
371,https://img.pokemondb.net/sprites/sword-shield/icon/bagon.png,Bagon,Dragon,,300,45,75,60,40,30,50
372,https://img.pokemondb.net/sprites/sword-shield/icon/shelgon.png,Shelgon,Dragon,,420,65,95,100,60,50,50
373,https://img.pokemondb.net/sprites/sword-shield/icon/salamence.png,Salamence,Dragon,Flying,600,95,135,80,110,80,100
374,https://img.pokemondb.net/sprites/sword-shield/icon/beldum.png,Beldum,Steel,Psychic,300,40,55,80,35,60,30
375,https://img.pokemondb.net/sprites/sword-shield/icon/metang.png,Metang,Steel,Psychic,420,60,75,100,55,80,50
376,https://img.pokemondb.net/sprites/sword-shield/icon/metagross.png,Metagross,Steel,Psychic,600,80,135,130,95,90,70
377,https://img.pokemondb.net/sprites/sword-shield/icon/regirock.png,Regirock,Rock,,580,80,100,200,50,100,50
378,https://img.pokemondb.net/sprites/sword-shield/icon/regice.png,Regice,Ice,,580,80,50,100,100,200,50
379,https://img.pokemondb.net/sprites/sword-shield/icon/registeel.png,Registeel,Steel,,580,80,75,150,75,150,50
380,https://img.pokemondb.net/sprites/sword-shield/icon/latias.png,Latias,Dragon,Psychic,600,80,80,90,110,130,110
381,https://img.pokemondb.net/sprites/sword-shield/icon/latios.png,Latios,Dragon,Psychic,600,80,90,80,130,110,110
382,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre.png,Kyogre,Water,,670,100,100,90,150,140,90
383,https://img.pokemondb.net/sprites/sword-shield/icon/groudon.png,Groudon,Ground,,670,100,150,140,100,90,90
384,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza.png,Rayquaza,Dragon,Flying,680,105,150,90,150,90,95
385,https://img.pokemondb.net/sprites/sword-shield/icon/jirachi.png,Jirachi,Steel,Psychic,600,100,100,100,100,100,100
386,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-normal.png,Deoxys,Psychic,,600,50,150,50,150,50,150
386,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-attack.png,Deoxys,Psychic,,600,50,180,20,180,20,150
386,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-defense.png,Deoxys,Psychic,,600,50,70,160,70,160,90
386,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-speed.png,Deoxys,Psychic,,600,50,95,90,95,90,180
