Num,Image url,Name,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
726,https://img.pokemondb.net/sprites/sword-shield/icon/torracat.png,Torracat,Fire,,420,65,85,50,80,50,90
727,https://img.pokemondb.net/sprites/sword-shield/icon/incineroar.png,Incineroar,Fire,Dark,530,95,115,90,80,90,60
728,https://img.pokemondb.net/sprites/sword-shield/icon/popplio.png,Popplio,Water,,320,50,54,54,66,56,40
729,https://img.pokemondb.net/sprites/sword-shield/icon/brionne.png,Brionne,Water,,420,60,69,69,91,81,50
730,https://img.pokemondb.net/sprites/sword-shield/icon/primarina.png,Primarina,Water,Fairy,530,80,74,74,126,116,60
731,https://img.pokemondb.net/sprites/sword-shield/icon/pikipek.png,Pikipek,Normal,Flying,265,35,75,30,30,30,65
732,https://img.pokemondb.net/sprites/sword-shield/icon/trumbeak.png,Trumbeak,Normal,Flying,355,55,85,50,40,50,75
733,https://img.pokemondb.net/sprites/sword-shield/icon/toucannon.png,Toucannon,Normal,Flying,485,80,120,75,75,75,60
734,https://img.pokemondb.net/sprites/sword-shield/icon/yungoos.png,Yungoos,Normal,,253,48,70,30,30,30,45
735,https://img.pokemondb.net/sprites/sword-shield/icon/gumshoos.png,Gumshoos,Normal,,418,88,110,60,55,60,45
736,https://img.pokemondb.net/sprites/sword-shield/icon/grubbin.png,Grubbin,Bug,,300,47,62,45,55,45,46
737,https://img.pokemondb.net/sprites/sword-shield/icon/charjabug.png,Charjabug,Bug,Electric,400,57,82,95,55,75,36
738,https://img.pokemondb.net/sprites/sword-shield/icon/vikavolt.png,Vikavolt,Bug,Electric,500,77,70,90,145,75,43
739,https://img.pokemondb.net/sprites/sword-shield/icon/crabrawler.png,Crabrawler,Fighting,,338,47,82,57,42,47,63
740,https://img.pokemondb.net/sprites/sword-shield/icon/crabominable.png,Crabominable,Fighting,Ice,478,97,132,77,62,67,43
741,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-baile.png,Oricorio,Fire,Flying,476,75,70,70,98,70,93
741,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pom-pom.png,Oricorio,Electric,Flying,476,75,70,70,98,70,93
741,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pau.png,Oricorio,Psychic,Flying,476,75,70,70,98,70,93
741,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-sensu.png,Oricorio,Ghost,Flying,476,75,70,70,98,70,93
742,https://img.pokemondb.net/sprites/sword-shield/icon/cutiefly.png,Cutiefly,Bug,Fairy,304,40,45,40,55,40,84
743,https://img.pokemondb.net/sprites/sword-shield/icon/ribombee.png,Ribombee,Bug,Fairy,464,60,55,60,95,70,124
744,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff.png,Rockruff,Rock,,280,45,65,40,30,40,60
744,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff-own-tempo.png,Rockruff,Rock,,280,45,65,40,30,40,60
745,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midday.png,Lycanroc,Rock,,487,75,115,65,55,65,112
745,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midnight.png,Lycanroc,Rock,,487,85,115,75,55,75,82
745,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-dusk.png,Lycanroc,Rock,,487,75,117,65,55,65,110
746,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-solo.png,Wishiwashi,Water,,175,45,20,20,25,25,40
746,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-school.png,Wishiwashi,Water,,620,45,140,130,140,135,30
747,https://img.pokemondb.net/sprites/sword-shield/icon/mareanie.png,Mareanie,Poison,Water,305,50,53,62,43,52,45
748,https://img.pokemondb.net/sprites/sword-shield/icon/toxapex.png,Toxapex,Poison,Water,495,50,63,152,53,142,35
749,https://img.pokemondb.net/sprites/sword-shield/icon/mudbray.png,Mudbray,Ground,,385,70,100,70,45,55,45
750,https://img.pokemondb.net/sprites/sword-shield/icon/mudsdale.png,Mudsdale,Ground,,500,100,125,100,55,85,35
751,https://img.pokemondb.net/sprites/sword-shield/icon/dewpider.png,Dewpider,Water,Bug,269,38,40,52,40,72,27
752,https://img.pokemondb.net/sprites/sword-shield/icon/araquanid.png,Araquanid,Water,Bug,454,68,70,92,50,132,42
753,https://img.pokemondb.net/sprites/sword-shield/icon/fomantis.png,Fomantis,Grass,,250,40,55,35,50,35,35
754,https://img.pokemondb.net/sprites/sword-shield/icon/lurantis.png,Lurantis,Grass,,480,70,105,90,80,90,45
755,https://img.pokemondb.net/sprites/sword-shield/icon/morelull.png,Morelull,Grass,Fairy,285,40,35,55,65,75,15
756,https://img.pokemondb.net/sprites/sword-shield/icon/shiinotic.png,Shiinotic,Grass,Fairy,405,60,45,80,90,100,30
757,https://img.pokemondb.net/sprites/sword-shield/icon/salandit.png,Salandit,Poison,Fire,320,48,44,40,71,40,77
758,https://img.pokemondb.net/sprites/sword-shield/icon/salazzle.png,Salazzle,Poison,Fire,480,68,64,60,111,60,117
759,https://img.pokemondb.net/sprites/sword-shield/icon/stufful.png,Stufful,Normal,Fighting,340,70,75,50,45,50,50
760,https://img.pokemondb.net/sprites/sword-shield/icon/bewear.png,Bewear,Normal,Fighting,500,120,125,80,55,60,60
761,https://img.pokemondb.net/sprites/sword-shield/icon/bounsweet.png,Bounsweet,Grass,,210,42,30,38,30,38,32
762,https://img.pokemondb.net/sprites/sword-shield/icon/steenee.png,Steenee,Grass,,290,52,40,48,40,48,62
763,https://img.pokemondb.net/sprites/sword-shield/icon/tsareena.png,Tsareena,Grass,,510,72,120,98,50,98,72
764,https://img.pokemondb.net/sprites/sword-shield/icon/comfey.png,Comfey,Fairy,,485,51,52,90,82,110,100
765,https://img.pokemondb.net/sprites/sword-shield/icon/oranguru.png,Oranguru,Normal,Psychic,490,90,60,80,90,110,60
766,https://img.pokemondb.net/sprites/sword-shield/icon/passimian.png,Passimian,Fighting,,490,100,120,90,40,60,80
767,https://img.pokemondb.net/sprites/sword-shield/icon/wimpod.png,Wimpod,Bug,Water,230,25,35,40,20,30,80
768,https://img.pokemondb.net/sprites/sword-shield/icon/golisopod.png,Golisopod,Bug,Water,530,75,125,140,60,90,40
769,https://img.pokemondb.net/sprites/sword-shield/icon/sandygast.png,Sandygast,Ghost,Ground,320,55,55,80,70,45,15
770,https://img.pokemondb.net/sprites/sword-shield/icon/palossand.png,Palossand,Ghost,Ground,480,85,75,110,100,75,35
771,https://img.pokemondb.net/sprites/sword-shield/icon/pyukumuku.png,Pyukumuku,Water,,410,55,60,130,30,130,5
772,https://img.pokemondb.net/sprites/sword-shield/icon/type-null.png,Type: Null,Normal,,534,95,95,95,95,95,59
773,https://img.pokemondb.net/sprites/sword-shield/icon/silvally.png,Silvally,Normal,,570,95,95,95,95,95,95
774,https://img.pokemondb.net/sprites/sword-shield/icon/minior-meteor.png,Minior,Rock,Flying,440,60,60,100,60,100,60
774,https://img.pokemondb.net/sprites/sword-shield/icon/minior-core.png,Minior,Rock,Flying,500,60,100,60,100,60,120
775,https://img.pokemondb.net/sprites/sword-shield/icon/komala.png,Komala,Normal,,480,65,115,65,75,95,65
776,https://img.pokemondb.net/sprites/sword-shield/icon/turtonator.png,Turtonator,Fire,Dragon,485,60,78,135,91,85,36
777,https://img.pokemondb.net/sprites/sword-shield/icon/togedemaru.png,Togedemaru,Electric,Steel,435,65,98,63,40,73,96
778,https://img.pokemondb.net/sprites/sword-shield/icon/mimikyu.png,Mimikyu,Ghost,Fairy,476,55,90,80,50,105,96
779,https://img.pokemondb.net/sprites/sword-shield/icon/bruxish.png,Bruxish,Water,Psychic,475,68,105,70,70,70,92
780,https://img.pokemondb.net/sprites/sword-shield/icon/drampa.png,Drampa,Normal,Dragon,485,78,60,85,135,91,36
781,https://img.pokemondb.net/sprites/sword-shield/icon/dhelmise.png,Dhelmise,Ghost,Grass,517,70,131,100,86,90,40
782,https://img.pokemondb.net/sprites/sword-shield/icon/jangmo-o.png,Jangmo-o,Dragon,,300,45,55,65,45,45,45
783,https://img.pokemondb.net/sprites/sword-shield/icon/hakamo-o.png,Hakamo-o,Dragon,Fighting,420,55,75,90,65,70,65
784,https://img.pokemondb.net/sprites/sword-shield/icon/kommo-o.png,Kommo-o,Dragon,Fighting,600,75,110,125,100,105,85
785,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-koko.png,Tapu Koko,Electric,Fairy,570,70,115,85,95,75,130
786,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-lele.png,Tapu Lele,Psychic,Fairy,570,70,85,75,130,115,95
787,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-bulu.png,Tapu Bulu,Grass,Fairy,570,70,130,115,85,95,75
788,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-fini.png,Tapu Fini,Water,Fairy,570,70,75,115,95,130,85
789,https://img.pokemondb.net/sprites/sword-shield/icon/cosmog.png,Cosmog,Psychic,,200,43,29,31,29,31,37
790,https://img.pokemondb.net/sprites/sword-shield/icon/cosmoem.png,Cosmoem,Psychic,,400,43,29,131,29,131,37
791,https://img.pokemondb.net/sprites/sword-shield/icon/solgaleo.png,Solgaleo,Psychic,Steel,680,137,137,107,113,89,97
792,https://img.pokemondb.net/sprites/sword-shield/icon/lunala.png,Lunala,Psychic,Ghost,680,137,113,89,137,107,97
793,https://img.pokemondb.net/sprites/sword-shield/icon/nihilego.png,Nihilego,Rock,Poison,570,109,53,47,127,131,103
794,https://img.pokemondb.net/sprites/sword-shield/icon/buzzwole.png,Buzzwole,Bug,Fighting,570,107,139,139,53,53,79
795,https://img.pokemondb.net/sprites/sword-shield/icon/pheromosa.png,Pheromosa,Bug,Fighting,570,71,137,37,137,37,151
796,https://img.pokemondb.net/sprites/sword-shield/icon/xurkitree.png,Xurkitree,Electric,,570,83,89,71,173,71,83
797,https://img.pokemondb.net/sprites/sword-shield/icon/celesteela.png,Celesteela,Steel,Flying,570,97,101,103,107,101,61
798,https://img.pokemondb.net/sprites/sword-shield/icon/kartana.png,Kartana,Grass,Steel,570,59,181,131,59,31,109
799,https://img.pokemondb.net/sprites/sword-shield/icon/guzzlord.png,Guzzlord,Dark,Dragon,570,223,101,53,97,53,43
800,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma.png,Necrozma,Psychic,,600,97,107,101,127,89,79
800,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dusk-mane.png,Necrozma,Psychic,Steel,680,97,157,127,113,109,77
800,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dawn-wings.png,Necrozma,Psychic,Ghost,680,97,113,109,157,127,77
800,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-ultra.png,Necrozma,Psychic,Dragon,754,97,167,97,167,97,129
801,https://img.pokemondb.net/sprites/sword-shield/icon/magearna.png,Magearna,Steel,Fairy,600,80,95,115,130,115,65
802,https://img.pokemondb.net/sprites/sword-shield/icon/marshadow.png,Marshadow,Fighting,Ghost,600,90,125,80,90,90,125
803,https://img.pokemondb.net/sprites/sword-shield/icon/poipole.png,Poipole,Poison,,420,67,73,67,73,67,73
804,https://img.pokemondb.net/sprites/sword-shield/icon/naganadel.png,Naganadel,Poison,Dragon,540,73,73,73,127,73,121
805,https://img.pokemondb.net/sprites/sword-shield/icon/stakataka.png,Stakataka,Rock,Steel,570,61,131,211,53,101,13
806,https://img.pokemondb.net/sprites/sword-shield/icon/blacephalon.png,Blacephalon,Fire,Ghost,570,53,127,53,151,79,107
807,https://img.pokemondb.net/sprites/sword-shield/icon/zeraora.png,Zeraora,Electric,,600,88,112,75,102,80,143
808,https://img.pokemondb.net/sprites/sword-shield/icon/meltan.png,Meltan,Steel,,300,46,65,65,55,35,34
809,https://img.pokemondb.net/sprites/sword-shield/icon/melmetal.png,Melmetal,Steel,,600,135,143,143,80,65,34
