Num,Image url,Name,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
208,https://img.pokemondb.net/sprites/sword-shield/icon/steelix-mega.png,Steelix,Steel,Ground,610,75,125,230,55,95,30
212,https://img.pokemondb.net/sprites/sword-shield/icon/scizor-mega.png,Scizor,Bug,Steel,600,70,150,140,65,100,75
214,https://img.pokemondb.net/sprites/sword-shield/icon/heracross-mega.png,Heracross,Bug,Fighting,600,80,185,115,40,105,75
229,https://img.pokemondb.net/sprites/sword-shield/icon/houndoom-mega.png,Houndoom,Dark,Fire,600,75,90,90,140,90,115
248,https://img.pokemondb.net/sprites/sword-shield/icon/tyranitar-mega.png,Tyranitar,Rock,Dark,700,100,164,150,95,120,71
254,https://img.pokemondb.net/sprites/sword-shield/icon/sceptile-mega.png,Sceptile,Grass,Dragon,630,70,110,75,145,85,145
257,https://img.pokemondb.net/sprites/sword-shield/icon/blaziken-mega.png,Blaziken,Fire,Fighting,630,80,160,80,130,80,100
260,https://img.pokemondb.net/sprites/sword-shield/icon/swampert-mega.png,Swampert,Water,Ground,635,100,150,110,95,110,70
282,https://img.pokemondb.net/sprites/sword-shield/icon/gardevoir-mega.png,Gardevoir,Psychic,Fairy,618,68,85,65,165,135,100
302,https://img.pokemondb.net/sprites/sword-shield/icon/sableye-mega.png,Sableye,Dark,Ghost,480,50,85,125,85,115,20
303,https://img.pokemondb.net/sprites/sword-shield/icon/mawile-mega.png,Mawile,Steel,Fairy,480,50,105,125,55,95,50
306,https://img.pokemondb.net/sprites/sword-shield/icon/aggron-mega.png,Aggron,Steel,,630,70,140,230,60,80,50
308,https://img.pokemondb.net/sprites/sword-shield/icon/medicham-mega.png,Medicham,Fighting,Psychic,510,60,100,85,80,85,100
310,https://img.pokemondb.net/sprites/sword-shield/icon/manectric-mega.png,Manectric,Electric,,575,70,75,80,135,80,135
319,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo-mega.png,Sharpedo,Water,Dark,560,70,140,70,110,65,105
323,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt-mega.png,Camerupt,Fire,Ground,560,70,120,100,145,105,20
334,https://img.pokemondb.net/sprites/sword-shield/icon/altaria-mega.png,Altaria,Dragon,Fairy,590,75,110,110,110,105,80
354,https://img.pokemondb.net/sprites/sword-shield/icon/banette-mega.png,Banette,Ghost,,555,64,165,75,93,83,75
359,https://img.pokemondb.net/sprites/sword-shield/icon/absol-mega.png,Absol,Dark,,565,65,150,60,115,60,115
362,https://img.pokemondb.net/sprites/sword-shield/icon/glalie-mega.png,Glalie,Ice,,580,80,120,80,120,80,100
373,https://img.pokemondb.net/sprites/sword-shield/icon/salamence-mega.png,Salamence,Dragon,Flying,700,95,145,130,120,90,120
376,https://img.pokemondb.net/sprites/sword-shield/icon/metagross-mega.png,Metagross,Steel,Psychic,700,80,145,150,105,110,110
380,https://img.pokemondb.net/sprites/sword-shield/icon/latias-mega.png,Latias,Dragon,Psychic,700,80,100,120,140,150,110
381,https://img.pokemondb.net/sprites/sword-shield/icon/latios-mega.png,Latios,Dragon,Psychic,700,80,130,100,160,120,110
382,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre-primal.png,Kyogre,Water,,770,100,150,90,180,160,90
383,https://img.pokemondb.net/sprites/sword-shield/icon/groudon-primal.png,Groudon,Ground,Fire,770,100,180,160,150,90,90
384,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza-mega.png,Rayquaza,Dragon,Flying,780,105,180,100,180,100,115
428,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny-mega.png,Lopunny,Normal,Fighting,580,65,136,94,54,96,135
445,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp-mega.png,Garchomp,Dragon,Ground,700,108,170,115,120,95,92
448,https://img.pokemondb.net/sprites/sword-shield/icon/lucario-mega.png,Lucario,Fighting,Steel,625,70,145,88,140,70,112
460,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow-mega.png,Abomasnow,Grass,Ice,594,90,132,105,132,105,30
475,https://img.pokemondb.net/sprites/sword-shield/icon/gallade-mega.png,Gallade,Psychic,Fighting,618,68,165,95,65,115,110
531,https://img.pokemondb.net/sprites/sword-shield/icon/audino-mega.png,Audino,Normal,Fairy,545,103,60,126,80,126,50
650,https://img.pokemondb.net/sprites/sword-shield/icon/chespin.png,Chespin,Grass,,313,56,61,65,48,45,38
651,https://img.pokemondb.net/sprites/sword-shield/icon/quilladin.png,Quilladin,Grass,,405,61,78,95,56,58,57
652,https://img.pokemondb.net/sprites/sword-shield/icon/chesnaught.png,Chesnaught,Grass,Fighting,530,88,107,122,74,75,64
653,https://img.pokemondb.net/sprites/sword-shield/icon/fennekin.png,Fennekin,Fire,,307,40,45,40,62,60,60
654,https://img.pokemondb.net/sprites/sword-shield/icon/braixen.png,Braixen,Fire,,409,59,59,58,90,70,73
655,https://img.pokemondb.net/sprites/sword-shield/icon/delphox.png,Delphox,Fire,Psychic,534,75,69,72,114,100,104
656,https://img.pokemondb.net/sprites/sword-shield/icon/froakie.png,Froakie,Water,,314,41,56,40,62,44,71
657,https://img.pokemondb.net/sprites/sword-shield/icon/frogadier.png,Frogadier,Water,,405,54,63,52,83,56,97
658,https://img.pokemondb.net/sprites/sword-shield/icon/greninja.png,Greninja,Water,Dark,530,72,95,67,103,71,122
659,https://img.pokemondb.net/sprites/sword-shield/icon/bunnelby.png,Bunnelby,Normal,,237,38,36,38,32,36,57
660,https://img.pokemondb.net/sprites/sword-shield/icon/diggersby.png,Diggersby,Normal,Ground,423,85,56,77,50,77,78
661,https://img.pokemondb.net/sprites/sword-shield/icon/fletchling.png,Fletchling,Normal,Flying,278,45,50,43,40,38,62
662,https://img.pokemondb.net/sprites/sword-shield/icon/fletchinder.png,Fletchinder,Fire,Flying,382,62,73,55,56,52,84
663,https://img.pokemondb.net/sprites/sword-shield/icon/talonflame.png,Talonflame,Fire,Flying,499,78,81,71,74,69,126
664,https://img.pokemondb.net/sprites/sword-shield/icon/scatterbug.png,Scatterbug,Bug,,200,38,35,40,27,25,35
665,https://img.pokemondb.net/sprites/sword-shield/icon/spewpa.png,Spewpa,Bug,,213,45,22,60,27,30,29
666,https://img.pokemondb.net/sprites/sword-shield/icon/vivillon.png,Vivillon,Bug,Flying,411,80,52,50,90,50,89
667,https://img.pokemondb.net/sprites/sword-shield/icon/litleo.png,Litleo,Fire,Normal,369,62,50,58,73,54,72
668,https://img.pokemondb.net/sprites/sword-shield/icon/pyroar.png,Pyroar,Fire,Normal,507,86,68,72,109,66,106
669,https://img.pokemondb.net/sprites/sword-shield/icon/flabebe.png,Flabébé,Fairy,,303,44,38,39,61,79,42
670,https://img.pokemondb.net/sprites/sword-shield/icon/floette.png,Floette,Fairy,,371,54,45,47,75,98,52
671,https://img.pokemondb.net/sprites/sword-shield/icon/florges.png,Florges,Fairy,,552,78,65,68,112,154,75
672,https://img.pokemondb.net/sprites/sword-shield/icon/skiddo.png,Skiddo,Grass,,350,66,65,48,62,57,52
673,https://img.pokemondb.net/sprites/sword-shield/icon/gogoat.png,Gogoat,Grass,,531,123,100,62,97,81,68
674,https://img.pokemondb.net/sprites/sword-shield/icon/pancham.png,Pancham,Fighting,,348,67,82,62,46,48,43
675,https://img.pokemondb.net/sprites/sword-shield/icon/pangoro.png,Pangoro,Fighting,Dark,495,95,124,78,69,71,58
676,https://img.pokemondb.net/sprites/sword-shield/icon/furfrou.png,Furfrou,Normal,,472,75,80,60,65,90,102
677,https://img.pokemondb.net/sprites/sword-shield/icon/espurr.png,Espurr,Psychic,,355,62,48,54,63,60,68
678,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-male.png,Meowstic,Psychic,,466,74,48,76,83,81,104
678,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-female.png,Meowstic,Psychic,,466,74,48,76,83,81,104
679,https://img.pokemondb.net/sprites/sword-shield/icon/honedge.png,Honedge,Steel,Ghost,325,45,80,100,35,37,28
680,https://img.pokemondb.net/sprites/sword-shield/icon/doublade.png,Doublade,Steel,Ghost,448,59,110,150,45,49,35
681,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-shield.png,Aegislash,Steel,Ghost,500,60,50,140,50,140,60
681,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-blade.png,Aegislash,Steel,Ghost,500,60,140,50,140,50,60
682,https://img.pokemondb.net/sprites/sword-shield/icon/spritzee.png,Spritzee,Fairy,,341,78,52,60,63,65,23
683,https://img.pokemondb.net/sprites/sword-shield/icon/aromatisse.png,Aromatisse,Fairy,,462,101,72,72,99,89,29
684,https://img.pokemondb.net/sprites/sword-shield/icon/swirlix.png,Swirlix,Fairy,,341,62,48,66,59,57,49
685,https://img.pokemondb.net/sprites/sword-shield/icon/slurpuff.png,Slurpuff,Fairy,,480,82,80,86,85,75,72
686,https://img.pokemondb.net/sprites/sword-shield/icon/inkay.png,Inkay,Dark,Psychic,288,53,54,53,37,46,45
687,https://img.pokemondb.net/sprites/sword-shield/icon/malamar.png,Malamar,Dark,Psychic,482,86,92,88,68,75,73
688,https://img.pokemondb.net/sprites/sword-shield/icon/binacle.png,Binacle,Rock,Water,306,42,52,67,39,56,50
689,https://img.pokemondb.net/sprites/sword-shield/icon/barbaracle.png,Barbaracle,Rock,Water,500,72,105,115,54,86,68
690,https://img.pokemondb.net/sprites/sword-shield/icon/skrelp.png,Skrelp,Poison,Water,320,50,60,60,60,60,30
691,https://img.pokemondb.net/sprites/sword-shield/icon/dragalge.png,Dragalge,Poison,Dragon,494,65,75,90,97,123,44
692,https://img.pokemondb.net/sprites/sword-shield/icon/clauncher.png,Clauncher,Water,,330,50,53,62,58,63,44
693,https://img.pokemondb.net/sprites/sword-shield/icon/clawitzer.png,Clawitzer,Water,,500,71,73,88,120,89,59
694,https://img.pokemondb.net/sprites/sword-shield/icon/helioptile.png,Helioptile,Electric,Normal,289,44,38,33,61,43,70
695,https://img.pokemondb.net/sprites/sword-shield/icon/heliolisk.png,Heliolisk,Electric,Normal,481,62,55,52,109,94,109
696,https://img.pokemondb.net/sprites/sword-shield/icon/tyrunt.png,Tyrunt,Rock,Dragon,362,58,89,77,45,45,48
697,https://img.pokemondb.net/sprites/sword-shield/icon/tyrantrum.png,Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71
698,https://img.pokemondb.net/sprites/sword-shield/icon/amaura.png,Amaura,Rock,Ice,362,77,59,50,67,63,46
699,https://img.pokemondb.net/sprites/sword-shield/icon/aurorus.png,Aurorus,Rock,Ice,521,123,77,72,99,92,58
700,https://img.pokemondb.net/sprites/sword-shield/icon/sylveon.png,Sylveon,Fairy,,525,95,65,65,110,130,60
701,https://img.pokemondb.net/sprites/sword-shield/icon/hawlucha.png,Hawlucha,Fighting,Flying,500,78,92,75,74,63,118
702,https://img.pokemondb.net/sprites/sword-shield/icon/dedenne.png,Dedenne,Electric,Fairy,431,67,58,57,81,67,101
703,https://img.pokemondb.net/sprites/sword-shield/icon/carbink.png,Carbink,Rock,Fairy,500,50,50,150,50,150,50
704,https://img.pokemondb.net/sprites/sword-shield/icon/goomy.png,Goomy,Dragon,,300,45,50,35,55,75,40
705,https://img.pokemondb.net/sprites/sword-shield/icon/sliggoo.png,Sliggoo,Dragon,,452,68,75,53,83,113,60
706,https://img.pokemondb.net/sprites/sword-shield/icon/goodra.png,Goodra,Dragon,,600,90,100,70,110,150,80
707,https://img.pokemondb.net/sprites/sword-shield/icon/klefki.png,Klefki,Steel,Fairy,470,57,80,91,80,87,75
708,https://img.pokemondb.net/sprites/sword-shield/icon/phantump.png,Phantump,Ghost,Grass,309,43,70,48,50,60,38
709,https://img.pokemondb.net/sprites/sword-shield/icon/trevenant.png,Trevenant,Ghost,Grass,474,85,110,76,65,82,56
710,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-average.png,Pumpkaboo,Ghost,Grass,335,49,66,70,44,55,51
710,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-small.png,Pumpkaboo,Ghost,Grass,335,44,66,70,44,55,56
710,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-large.png,Pumpkaboo,Ghost,Grass,335,54,66,70,44,55,46
710,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-super.png,Pumpkaboo,Ghost,Grass,335,59,66,70,44,55,41
711,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-average.png,Gourgeist,Ghost,Grass,494,65,90,122,58,75,84
711,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-small.png,Gourgeist,Ghost,Grass,494,55,85,122,58,75,99
711,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-large.png,Gourgeist,Ghost,Grass,494,75,95,122,58,75,69
711,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-super.png,Gourgeist,Ghost,Grass,494,85,100,122,58,75,54
712,https://img.pokemondb.net/sprites/sword-shield/icon/bergmite.png,Bergmite,Ice,,304,55,69,85,32,35,28
713,https://img.pokemondb.net/sprites/sword-shield/icon/avalugg.png,Avalugg,Ice,,514,95,117,184,44,46,28
714,https://img.pokemondb.net/sprites/sword-shield/icon/noibat.png,Noibat,Flying,Dragon,245,40,30,35,45,40,55
715,https://img.pokemondb.net/sprites/sword-shield/icon/noivern.png,Noivern,Flying,Dragon,535,85,70,80,97,80,123
716,https://img.pokemondb.net/sprites/sword-shield/icon/xerneas.png,Xerneas,Fairy,,680,126,131,95,131,98,99
717,https://img.pokemondb.net/sprites/sword-shield/icon/yveltal.png,Yveltal,Dark,Flying,680,126,131,95,131,98,99
718,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-50.png,Zygarde,Dragon,Ground,600,108,100,121,81,95,95
719,https://img.pokemondb.net/sprites/sword-shield/icon/diancie.png,Diancie,Rock,Fairy,600,50,100,150,100,150,50
719,https://img.pokemondb.net/sprites/sword-shield/icon/diancie-mega.png,Diancie,Rock,Fairy,700,50,160,110,160,110,110
720,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-confined.png,Hoopa,Psychic,Ghost,600,80,110,60,150,130,70
720,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-unbound.png,Hoopa,Psychic,Dark,680,80,160,60,170,130,80
721,https://img.pokemondb.net/sprites/sword-shield/icon/volcanion.png,Volcanion,Fire,Water,600,80,110,120,130,90,70
