Num,Image url,Name,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
438,https://img.pokemondb.net/sprites/sword-shield/icon/bonsly.png,Bonsly,Rock,,290,50,80,95,10,45,10
439,https://img.pokemondb.net/sprites/sword-shield/icon/mime-jr.png,Mime Jr.,Psychic,Fairy,310,20,25,45,70,90,60
440,https://img.pokemondb.net/sprites/sword-shield/icon/happiny.png,Happiny,Normal,,220,100,5,5,15,65,30
441,https://img.pokemondb.net/sprites/sword-shield/icon/chatot.png,Chatot,Normal,Flying,411,76,65,45,92,42,91
442,https://img.pokemondb.net/sprites/sword-shield/icon/spiritomb.png,Spiritomb,Ghost,Dark,485,50,92,108,92,108,35
443,https://img.pokemondb.net/sprites/sword-shield/icon/gible.png,Gible,Dragon,Ground,300,58,70,45,40,45,42
444,https://img.pokemondb.net/sprites/sword-shield/icon/gabite.png,Gabite,Dragon,Ground,410,68,90,65,50,55,82
445,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp.png,Garchomp,Dragon,Ground,600,108,130,95,80,85,102
446,https://img.pokemondb.net/sprites/sword-shield/icon/munchlax.png,Munchlax,Normal,,390,135,85,40,40,85,5
447,https://img.pokemondb.net/sprites/sword-shield/icon/riolu.png,Riolu,Fighting,,285,40,70,40,35,40,60
448,https://img.pokemondb.net/sprites/sword-shield/icon/lucario.png,Lucario,Fighting,Steel,525,70,110,70,115,70,90
449,https://img.pokemondb.net/sprites/sword-shield/icon/hippopotas.png,Hippopotas,Ground,,330,68,72,78,38,42,32
450,https://img.pokemondb.net/sprites/sword-shield/icon/hippowdon.png,Hippowdon,Ground,,525,108,112,118,68,72,47
451,https://img.pokemondb.net/sprites/sword-shield/icon/skorupi.png,Skorupi,Poison,Bug,330,40,50,90,30,55,65
452,https://img.pokemondb.net/sprites/sword-shield/icon/drapion.png,Drapion,Poison,Dark,500,70,90,110,60,75,95
453,https://img.pokemondb.net/sprites/sword-shield/icon/croagunk.png,Croagunk,Poison,Fighting,300,48,61,40,61,40,50
454,https://img.pokemondb.net/sprites/sword-shield/icon/toxicroak.png,Toxicroak,Poison,Fighting,490,83,106,65,86,65,85
455,https://img.pokemondb.net/sprites/sword-shield/icon/carnivine.png,Carnivine,Grass,,454,74,100,72,90,72,46
456,https://img.pokemondb.net/sprites/sword-shield/icon/finneon.png,Finneon,Water,,330,49,49,56,49,61,66
457,https://img.pokemondb.net/sprites/sword-shield/icon/lumineon.png,Lumineon,Water,,460,69,69,76,69,86,91
458,https://img.pokemondb.net/sprites/sword-shield/icon/mantyke.png,Mantyke,Water,Flying,345,45,20,50,60,120,50
459,https://img.pokemondb.net/sprites/sword-shield/icon/snover.png,Snover,Grass,Ice,334,60,62,50,62,60,40
460,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow.png,Abomasnow,Grass,Ice,494,90,92,75,92,85,60
461,https://img.pokemondb.net/sprites/sword-shield/icon/weavile.png,Weavile,Dark,Ice,510,70,120,65,45,85,125
462,https://img.pokemondb.net/sprites/sword-shield/icon/magnezone.png,Magnezone,Electric,Steel,535,70,70,115,130,90,60
463,https://img.pokemondb.net/sprites/sword-shield/icon/lickilicky.png,Lickilicky,Normal,,515,110,85,95,80,95,50
464,https://img.pokemondb.net/sprites/sword-shield/icon/rhyperior.png,Rhyperior,Ground,Rock,535,115,140,130,55,55,40
465,https://img.pokemondb.net/sprites/sword-shield/icon/tangrowth.png,Tangrowth,Grass,,535,100,100,125,110,50,50
466,https://img.pokemondb.net/sprites/sword-shield/icon/electivire.png,Electivire,Electric,,540,75,123,67,95,85,95
467,https://img.pokemondb.net/sprites/sword-shield/icon/magmortar.png,Magmortar,Fire,,540,75,95,67,125,95,83
468,https://img.pokemondb.net/sprites/sword-shield/icon/togekiss.png,Togekiss,Fairy,Flying,545,85,50,95,120,115,80
469,https://img.pokemondb.net/sprites/sword-shield/icon/yanmega.png,Yanmega,Bug,Flying,515,86,76,86,116,56,95
470,https://img.pokemondb.net/sprites/sword-shield/icon/leafeon.png,Leafeon,Grass,,525,65,110,130,60,65,95
471,https://img.pokemondb.net/sprites/sword-shield/icon/glaceon.png,Glaceon,Ice,,525,65,60,110,130,95,65
472,https://img.pokemondb.net/sprites/sword-shield/icon/gliscor.png,Gliscor,Ground,Flying,510,75,95,125,45,75,95
473,https://img.pokemondb.net/sprites/sword-shield/icon/mamoswine.png,Mamoswine,Ice,Ground,530,110,130,80,70,60,80
474,https://img.pokemondb.net/sprites/sword-shield/icon/porygon-z.png,Porygon-Z,Normal,,535,85,80,70,135,75,90
475,https://img.pokemondb.net/sprites/sword-shield/icon/gallade.png,Gallade,Psychic,Fighting,518,68,125,65,65,115,80
476,https://img.pokemondb.net/sprites/sword-shield/icon/probopass.png,Probopass,Rock,Steel,525,60,55,145,75,150,40
477,https://img.pokemondb.net/sprites/sword-shield/icon/dusknoir.png,Dusknoir,Ghost,,525,45,100,135,65,135,45
478,https://img.pokemondb.net/sprites/sword-shield/icon/froslass.png,Froslass,Ice,Ghost,480,70,80,70,80,70,110
479,https://img.pokemondb.net/sprites/sword-shield/icon/rotom.png,Rotom,Electric,Ghost,440,50,50,77,95,77,91
479,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-heat.png,Rotom,Electric,Fire,520,50,65,107,105,107,86
479,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-wash.png,Rotom,Electric,Water,520,50,65,107,105,107,86
479,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-frost.png,Rotom,Electric,Ice,520,50,65,107,105,107,86
479,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-fan.png,Rotom,Electric,Flying,520,50,65,107,105,107,86
479,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-mow.png,Rotom,Electric,Grass,520,50,65,107,105,107,86
480,https://img.pokemondb.net/sprites/sword-shield/icon/uxie.png,Uxie,Psychic,,580,75,75,130,75,130,95
481,https://img.pokemondb.net/sprites/sword-shield/icon/mesprit.png,Mesprit,Psychic,,580,80,105,105,105,105,80
482,https://img.pokemondb.net/sprites/sword-shield/icon/azelf.png,Azelf,Psychic,,580,75,125,70,125,70,115
483,https://img.pokemondb.net/sprites/sword-shield/icon/dialga.png,Dialga,Steel,Dragon,680,100,120,120,150,100,90
484,https://img.pokemondb.net/sprites/sword-shield/icon/palkia.png,Palkia,Water,Dragon,680,90,120,100,150,120,100
485,https://img.pokemondb.net/sprites/sword-shield/icon/heatran.png,Heatran,Fire,Steel,600,91,90,106,130,106,77
486,https://img.pokemondb.net/sprites/sword-shield/icon/regigigas.png,Regigigas,Normal,,670,110,160,110,80,110,100
487,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-altered.png,Giratina,Ghost,Dragon,680,150,100,120,100,120,90
487,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-origin.png,Giratina,Ghost,Dragon,680,150,120,100,120,100,90
488,https://img.pokemondb.net/sprites/sword-shield/icon/cresselia.png,Cresselia,Psychic,,600,120,70,120,75,130,85
489,https://img.pokemondb.net/sprites/sword-shield/icon/phione.png,Phione,Water,,480,80,80,80,80,80,80
490,https://img.pokemondb.net/sprites/sword-shield/icon/manaphy.png,Manaphy,Water,,600,100,100,100,100,100,100
491,https://img.pokemondb.net/sprites/sword-shield/icon/darkrai.png,Darkrai,Dark,,600,70,90,90,135,90,125
492,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-land.png,Shaymin,Grass,,600,100,100,100,100,100,100
492,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-sky.png,Shaymin,Grass,Flying,600,100,103,75,120,75,127
493,https://img.pokemondb.net/sprites/sword-shield/icon/arceus.png,Arceus,Normal,,720,120,120,120,120,120,120
