Num,Image url,Name,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
203,https://img.pokemondb.net/sprites/sword-shield/icon/girafarig.png,Girafarig,Normal,Psychic,455,70,80,65,90,65,85
204,https://img.pokemondb.net/sprites/sword-shield/icon/pineco.png,Pineco,Bug,,290,50,65,90,35,35,15
205,https://img.pokemondb.net/sprites/sword-shield/icon/forretress.png,Forretress,Bug,Steel,465,75,90,140,60,60,40
206,https://img.pokemondb.net/sprites/sword-shield/icon/dunsparce.png,Dunsparce,Normal,,415,100,70,70,65,65,45
207,https://img.pokemondb.net/sprites/sword-shield/icon/gligar.png,Gligar,Ground,Flying,430,65,75,105,35,65,85
208,https://img.pokemondb.net/sprites/sword-shield/icon/steelix.png,Steelix,Steel,Ground,510,75,85,200,55,65,30
209,https://img.pokemondb.net/sprites/sword-shield/icon/snubbull.png,Snubbull,Fairy,,300,60,80,50,40,40,30
210,https://img.pokemondb.net/sprites/sword-shield/icon/granbull.png,Granbull,Fairy,,450,90,120,75,60,60,45
211,https://img.pokemondb.net/sprites/sword-shield/icon/qwilfish.png,Qwilfish,Water,Poison,440,65,95,85,55,55,85
212,https://img.pokemondb.net/sprites/sword-shield/icon/scizor.png,Scizor,Bug,Steel,500,70,130,100,55,80,65
213,https://img.pokemondb.net/sprites/sword-shield/icon/shuckle.png,Shuckle,Bug,Rock,505,20,10,230,10,230,5
214,https://img.pokemondb.net/sprites/sword-shield/icon/heracross.png,Heracross,Bug,Fighting,500,80,125,75,40,95,85
215,https://img.pokemondb.net/sprites/sword-shield/icon/sneasel.png,Sneasel,Dark,Ice,430,55,95,55,35,75,115
216,https://img.pokemondb.net/sprites/sword-shield/icon/teddiursa.png,Teddiursa,Normal,,330,60,80,50,50,50,40
217,https://img.pokemondb.net/sprites/sword-shield/icon/ursaring.png,Ursaring,Normal,,500,90,130,75,75,75,55
218,https://img.pokemondb.net/sprites/sword-shield/icon/slugma.png,Slugma,Fire,,250,40,40,40,70,40,20
219,https://img.pokemondb.net/sprites/sword-shield/icon/magcargo.png,Magcargo,Fire,Rock,430,60,50,120,90,80,30
220,https://img.pokemondb.net/sprites/sword-shield/icon/swinub.png,Swinub,Ice,Ground,250,50,50,40,30,30,50
221,https://img.pokemondb.net/sprites/sword-shield/icon/piloswine.png,Piloswine,Ice,Ground,450,100,100,80,60,60,50
222,https://img.pokemondb.net/sprites/sword-shield/icon/corsola.png,Corsola,Water,Rock,410,65,55,95,65,95,35
223,https://img.pokemondb.net/sprites/sword-shield/icon/remoraid.png,Remoraid,Water,,300,35,65,35,65,35,65
224,https://img.pokemondb.net/sprites/sword-shield/icon/octillery.png,Octillery,Water,,480,75,105,75,105,75,45
225,https://img.pokemondb.net/sprites/sword-shield/icon/delibird.png,Delibird,Ice,Flying,330,45,55,45,65,45,75
226,https://img.pokemondb.net/sprites/sword-shield/icon/mantine.png,Mantine,Water,Flying,485,85,40,70,80,140,70
227,https://img.pokemondb.net/sprites/sword-shield/icon/skarmory.png,Skarmory,Steel,Flying,465,65,80,140,40,70,70
228,https://img.pokemondb.net/sprites/sword-shield/icon/houndour.png,Houndour,Dark,Fire,330,45,60,30,80,50,65
229,https://img.pokemondb.net/sprites/sword-shield/icon/houndoom.png,Houndoom,Dark,Fire,500,75,90,50,110,80,95
230,https://img.pokemondb.net/sprites/sword-shield/icon/kingdra.png,Kingdra,Water,Dragon,540,75,95,95,95,95,85
231,https://img.pokemondb.net/sprites/sword-shield/icon/phanpy.png,Phanpy,Ground,,330,90,60,60,40,40,40
232,https://img.pokemondb.net/sprites/sword-shield/icon/donphan.png,Donphan,Ground,,500,90,120,120,60,60,50
233,https://img.pokemondb.net/sprites/sword-shield/icon/porygon2.png,Porygon2,Normal,,515,85,80,90,105,95,60
234,https://img.pokemondb.net/sprites/sword-shield/icon/stantler.png,Stantler,Normal,,465,73,95,62,85,65,85
235,https://img.pokemondb.net/sprites/sword-shield/icon/smeargle.png,Smeargle,Normal,,250,55,20,35,20,45,75
236,https://img.pokemondb.net/sprites/sword-shield/icon/tyrogue.png,Tyrogue,Fighting,,210,35,35,35,35,35,35
237,https://img.pokemondb.net/sprites/sword-shield/icon/hitmontop.png,Hitmontop,Fighting,,455,50,95,95,35,110,70
238,https://img.pokemondb.net/sprites/sword-shield/icon/smoochum.png,Smoochum,Ice,Psychic,305,45,30,15,85,65,65
239,https://img.pokemondb.net/sprites/sword-shield/icon/elekid.png,Elekid,Electric,,360,45,63,37,65,55,95
240,https://img.pokemondb.net/sprites/sword-shield/icon/magby.png,Magby,Fire,,365,45,75,37,70,55,83
241,https://img.pokemondb.net/sprites/sword-shield/icon/miltank.png,Miltank,Normal,,490,95,80,105,40,70,100
242,https://img.pokemondb.net/sprites/sword-shield/icon/blissey.png,Blissey,Normal,,540,255,10,10,75,135,55
243,https://img.pokemondb.net/sprites/sword-shield/icon/raikou.png,Raikou,Electric,,580,90,85,75,115,100,115
244,https://img.pokemondb.net/sprites/sword-shield/icon/entei.png,Entei,Fire,,580,115,115,85,90,75,100
245,https://img.pokemondb.net/sprites/sword-shield/icon/suicune.png,Suicune,Water,,580,100,75,115,90,115,85
246,https://img.pokemondb.net/sprites/sword-shield/icon/larvitar.png,Larvitar,Rock,Ground,300,50,64,50,45,50,41
247,https://img.pokemondb.net/sprites/sword-shield/icon/pupitar.png,Pupitar,Rock,Ground,410,70,84,70,65,70,51
248,https://img.pokemondb.net/sprites/sword-shield/icon/tyranitar.png,Tyranitar,Rock,Dark,600,100,134,110,95,100,61
249,https://img.pokemondb.net/sprites/sword-shield/icon/lugia.png,Lugia,Psychic,Flying,680,106,90,130,90,154,110
250,https://img.pokemondb.net/sprites/sword-shield/icon/ho-oh.png,Ho-oh,Fire,Flying,680,106,130,90,110,154,90
251,https://img.pokemondb.net/sprites/sword-shield/icon/celebi.png,Celebi,Psychic,Grass,600,100,100,100,100,100,100
